title,category,jingle_fname,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,genre,key,kmeans_clusters,embeddings_clusters
"Спасибо, я в порядке",Здоровье и лайфстайл,spasibo_ja_v_porjadke_jingle.mp3,458181.0,0.4917306005954742,0.0864998623728752,0.071190021932125,0.003722503548488,1307.5545257110302,1689190.6434740515,1750.6235258197394,1045656.3262213577,2548.5929316515358,7752016.602398828,0.029231407122905,0.0011681732280599,7.472485594917089e-05,0.0054336674511432,-3.613162334659137e-05,0.0015243821544572,99.38401442307692,-337.411376953125,8665.8037109375,152.08619689941406,1959.3258056640625,33.855411529541016,1649.5474853515625,33.642906188964844,539.7627563476561,7.932220935821532,431.1087951660156,9.522887229919434,137.19300842285156,3.0644640922546387,125.96784210205078,-2.8126165866851807,89.89102935791016,-6.650766849517822,94.60009002685548,-8.943492889404297,86.59947967529297,-3.5908260345458984,67.28214263916016,-3.2571399211883545,57.31743621826172,0.4363275766372681,43.38408660888672,0.5405256152153015,35.22061538696289,-0.2035331577062606,44.03352737426758,1.4185481071472168,50.66448211669922,3.77433705329895,47.557289123535156,5.447632789611816,55.18065643310547,5.123838901519775,50.558837890625,1.860780477523804,41.10259628295898,Reggae,F Maj,7,1
Proтело,Здоровье и лайфстайл,protelo_jingle.mp3,332443.0,0.6142105460166931,0.0747237578034401,0.0348550491034984,0.0004543273244053,3951.3693953175316,2553010.860116281,3923.5707792743815,440905.1958923072,8526.022085336539,7513684.582677334,0.0820132211538461,0.0058286817674806,2.70023629127536e-05,0.0009673105669207,7.587544678244741e-05,0.0003700735978782,86.1328125,-313.28717041015625,11465.8935546875,91.8212890625,1591.8427734375,-20.849245071411133,497.2933044433594,52.30638122558594,318.2168884277344,-14.214570045471193,338.7598571777344,36.92727279663086,196.68045043945312,-4.3158159255981445,312.38165283203125,19.88238906860352,116.917236328125,-4.883823394775392,161.5082244873047,14.861095428466795,101.18079376220705,-1.1939555406570437,142.92787170410156,6.37061071395874,66.20597076416016,4.133419990539552,139.7144775390625,-1.330899953842163,89.81452941894531,7.304112911224365,62.46269226074219,0.3675331473350525,52.56161117553711,5.001157760620117,52.37986755371094,1.5419390201568604,58.25509643554688,7.142731189727782,47.3702507019043,1.617377519607544,57.4461669921875,Hiphop,a min,2,3
Шестьдесят девять,Здоровье и лайфстайл,shestdesjat_devjat_jingle.mp3,175271.0,0.5907522439956665,0.0844355374574661,0.152347594499588,0.0073088961653411,2159.275424889611,1994196.2589233047,2892.592215831036,1027321.4506368708,4679.861886160715,9632380.492249314,0.0308115433673469,0.0009673854203484,4.206586163491011e-05,0.0224799141287803,-0.0003244029066991,0.0031271611806005,143.5546875,-212.35568237304688,7786.2666015625,143.6737823486328,1134.4364013671875,-1.3244202136993408,871.9931030273438,39.86248016357422,428.6461791992188,-4.55208683013916,271.4867553710937,21.1657943725586,219.20501708984366,2.879350423812866,132.01612854003906,14.890217781066895,190.1376495361328,2.256176710128784,176.40750122070312,2.4184367656707764,109.58168029785156,1.2750184535980225,105.5573501586914,7.64220380783081,88.97059631347656,3.1743125915527344,77.43003845214844,3.904921531677246,44.3420524597168,2.759467601776123,47.62868881225586,4.215318202972412,46.60573196411133,2.6029369831085205,68.47600555419922,-0.8101283311843872,55.56879806518555,6.0773606300354,61.23518371582031,1.3655649423599243,94.00110626220705,Reggae,F# Maj,2,3
Кроксы,Здоровье и лайфстайл,kroksy_jingle.mp3,464486.0,0.5290053486824036,0.0768583044409751,0.0454290658235549,0.000407054554671,1757.7460184228953,1225014.9571144902,2265.313905318409,1170996.571629315,3712.8649203262653,7255327.739821566,0.0353374733273678,0.0007248785852883,0.0001478770864196,0.0016194565687328,6.623705121455714e-05,0.0002605060872156,99.38401442307692,-327.1348876953125,6465.955078125,180.1656494140625,2050.125732421875,-16.529376983642578,981.414794921875,20.28773307800293,1167.2611083984375,-2.6736409664154053,588.07666015625,16.813373565673828,398.28167724609375,-1.5045769214630127,274.29214477539057,12.893747329711914,234.6686248779297,2.9704363346099854,177.2685546875,7.973259449005128,139.13496398925778,3.1513242721557617,119.76106262207031,2.0647006034851074,110.22149658203124,3.949529886245728,68.90074157714844,-1.066179275512695,61.78386688232422,1.8448383808135984,58.27953720092773,-2.247141122817993,92.53466796875,2.1512839794158936,75.02896118164062,0.2809552848339081,43.38524627685547,1.3269314765930176,36.64381790161133,-4.98137903213501,39.048484802246094,Reggae,d min,2,1
Три калеки,Здоровье и лайфстайл,tri_kaleki_jingle.mp3,481075.0,0.4637468457221985,0.0727064236998558,0.0907880738377571,0.0006919004954397,2892.5480256836267,559308.0756225329,3236.654554295886,391664.8628844711,6316.421521775266,3810908.835695264,0.0673786569148936,0.0007194853670837,-1.856976086855866e-05,0.0047772992402315,-7.46510922908783e-05,0.001176492543891,132.51201923076923,-152.74826049804688,779.4866943359375,152.3086700439453,404.2249450683594,-46.15849304199219,232.70982360839844,40.29446411132813,179.85890197753906,-31.955081939697266,84.0011978149414,23.4372673034668,133.06373596191406,-15.598647117614744,91.80834197998048,19.291656494140625,87.18632507324219,-7.448188304901122,92.3509292602539,8.397056579589844,87.0780258178711,4.026695251464844,68.18045043945311,3.479222536087036,52.81757736206055,1.0170664787292478,36.72616958618164,-1.214674949645996,31.61261558532715,5.443910121917725,49.96731948852539,-3.171156167984009,38.00481796264648,2.5906026363372803,41.76910400390625,-5.92073917388916,38.67298889160156,4.599630355834961,39.538272857666016,-8.652667045593263,29.07018852233887,Disco,F Maj,1,4
Так нельзя 18+,Здоровье и лайфстайл,tak_nelzja_18_jingle.mp3,217184.0,0.3187140822410583,0.0865230113267898,0.045533187687397,0.0001010294581647,604.1034505813881,9903.128023105352,945.6951001176254,25953.406547562357,967.3728170955884,76241.44621002303,0.015793887867647,1.948758029607753e-05,-0.0019756469409912,0.0017889366718009,-0.0026057418435812,0.000102984435216,99.38401442307692,-431.95306396484375,1642.833251953125,236.12591552734366,354.4823913574219,19.43944358825684,279.55447387695307,-9.338231086730957,178.08639526367188,28.66819000244141,59.33505630493164,18.345497131347656,67.0330810546875,-3.490764617919922,48.569908142089844,-5.874189376831055,78.69073486328125,-12.534125328063965,36.06448745727539,-17.581287384033207,50.16506576538086,-12.020997047424315,68.4202880859375,-9.663488388061523,25.00023460388184,-9.15382480621338,29.160776138305664,-9.533130645751953,54.02287292480469,-7.087331771850586,38.171531677246094,-2.7688772678375244,38.08193588256836,-4.387142181396484,39.86345672607422,-8.9484281539917,32.802520751953125,-8.606404304504395,31.471811294555664,-5.995934009552003,37.13229370117188,Classical,d min,4,1
Не латексом единым,Здоровье и лайфстайл,ne_lateksom_edinym_jingle.mp3,287194.0,0.6293065547943115,0.0572081841528415,0.1142140179872512,0.0032789518591016,2424.08316445112,2030759.6413381426,2839.9193586651613,854447.9876205832,4926.036879595587,8292611.624386823,0.0521077038770053,0.0027637234923371,-1.580341995577328e-05,0.0081144943833351,-6.517425208585337e-05,0.0039605326019227,74.89809782608695,-186.10536193847656,4743.3701171875,156.01025390625,1829.7589111328125,-35.250160217285156,340.5259704589844,35.13708877563477,556.0790405273439,1.5015919208526611,305.932861328125,23.208600997924805,116.78337860107422,3.929845094680786,124.3173599243164,12.462843894958494,130.27963256835938,0.1104960441589355,172.08872985839844,7.88795804977417,92.95699310302734,2.1474130153656006,92.22794342041016,10.605972290039062,68.27672576904297,-0.4184556007385254,55.80633926391602,6.057569980621338,44.79530715942383,-2.0785388946533203,28.830753326416016,3.1461567878723145,35.046592712402344,1.0631932020187378,32.10726547241211,-1.0417287349700928,33.999534606933594,2.383076906204224,38.127967834472656,-4.711061954498291,26.639760971069336,Metal,c# min,2,3
Со дна постучали,Здоровье и лайфстайл,so_dna_postuchali_jingle.mp3,455155.0,0.4293083250522613,0.0879544764757156,0.0868923142552375,0.0013842086773365,1346.5295918719369,552840.3392501243,2505.5520875491225,718373.4598809258,2503.689022514764,5000439.666564397,0.0197042630413385,7.579334295151919e-05,-2.470679646648932e-06,0.0060161822475492,2.2115033061709248e-05,0.0006695793126709,84.72079918032787,-317.2509460449219,4901.43115234375,165.06057739257812,1176.7037353515625,47.49764633178711,1019.929443359375,47.10431289672852,245.3899688720703,-1.7178258895874023,113.81319427490234,10.185766220092773,147.5997314453125,-2.3829245567321777,87.11417388916016,10.810088157653807,98.01000213623048,2.1584124565124507,92.44224548339844,8.694562911987305,68.26451873779297,-6.677982807159424,68.6025390625,-3.5076220035552983,64.70043182373047,0.0904323011636734,44.12317276000977,-5.389467239379883,54.93041229248047,-0.1013686805963516,38.3989486694336,-4.603585720062256,33.143829345703125,-0.1469797044992447,35.808021545410156,-3.428020000457764,50.35478591918945,-6.360593318939209,53.15594863891602,-4.842074871063232,57.89735794067383,Reggae,C Maj,7,1
Гештальт для всех,Здоровье и лайфстайл,geshtalt_dlja_vseh_jingle.mp3,212544.0,0.5819568037986755,0.0660475715994834,0.0245872661471366,0.0006709949229843,3298.359113023745,2048112.8939642769,3384.532721354173,229118.24649788704,6800.195899376501,5386015.835971443,0.0794407771183894,0.0047086283727135,2.401443737198861e-07,0.0008479860844089999,1.6945667084655724e-05,0.0001330629311269,99.38401442307692,-369.6393432617188,5358.2646484375,96.4755859375,1452.38720703125,-12.738424301147461,934.6146240234376,55.42289733886719,364.185546875,-2.1675667762756348,158.8282012939453,21.01717185974121,157.2974395751953,6.0200910568237305,123.92801666259766,10.259143829345703,110.04768371582031,6.036684513092041,77.49905395507812,-0.6110010147094727,75.43740844726562,-3.1296706199646,65.54198455810547,-4.5897135734558105,43.69161605834961,-0.7011021971702576,53.59119033813477,-3.44560980796814,47.9809799194336,1.996631860733032,34.65625,-1.9015032052993768,32.039894104003906,2.4894487857818604,38.94495010375977,-2.021012544631958,28.71782112121582,-0.7502074837684631,56.48419570922852,1.7687759399414062,69.92577362060547,Reggae,C# Maj,2,1
Биохакинг радио,Здоровье и лайфстайл,biohaking_radio_jingle.mp3,586777.0,0.5039529800415039,0.0893130078911781,0.0756417363882064,0.0009073092951439,2023.3399004524758,1397991.050716414,2554.472435988689,1376179.5785919852,4607.148020311138,9018882.734651316,0.0382975118515693,0.0007472062480432,-0.0008616003906354,0.0042537506669759,0.000301707885228,0.0010197532828897,123.046875,-277.49215698242193,4256.9501953125,159.04808044433594,2685.041748046875,-7.571309566497803,650.48193359375,32.73598098754883,1198.685546875,-12.178018569946287,642.3468627929688,16.775144577026367,343.7509155273437,-2.175861597061157,174.79026794433594,6.247114658355713,129.93489074707028,-4.680967330932617,161.7579345703125,0.634548544883728,171.16783142089844,3.890777826309204,238.07928466796875,3.692875385284424,190.1824493408203,4.901854038238525,131.03500366210938,-1.8812546730041504,126.91946411132812,1.4644606113433838,105.93772888183594,-2.085478067398072,91.77287292480469,-0.4805562198162079,109.8792724609375,-2.133535385131836,84.84171295166016,1.5764909982681274,60.49290084838867,-1.678097367286682,89.64197540283203,Reggae,d min,0,5
В своем репертуаре,Искусство,v_svoem_repertuare_jingle.mp3,261274.0,0.4869241416454315,0.081990972161293,0.1484531015157699,0.0139147294685244,2929.028368376473,2568646.924697617,3379.3738648272442,1026860.4905773572,6152.933700770548,12071124.382656138,0.0649910943615459,0.0028077043005234,7.768320210743695e-05,0.025505082681775,4.066219480591826e-05,0.0053926999680697,139.6748310810811,-156.6333465576172,4136.61376953125,140.048583984375,1342.32421875,-8.900588989257812,474.4680786132813,32.594104766845696,394.1881103515625,-8.134450912475586,274.10549926757807,17.81745719909668,238.46160888671875,-20.269184112548828,91.87950134277344,2.0119547843933105,129.24424743652344,-13.514204978942873,99.7429656982422,1.1240644454956057,105.7993392944336,-5.856932640075684,109.3131866455078,-0.6793042421340942,74.42194366455078,-5.512807369232178,80.39210510253906,-2.403301954269409,47.0938720703125,3.0565302371978764,61.141334533691406,-0.923468828201294,47.78544616699219,-1.39967679977417,44.28229904174805,-1.633293390274048,35.08962631225586,2.1320035457611084,62.06813049316406,-2.137384414672852,39.69085693359375,Rock,e min,2,0
Крик Джоконды,Искусство,krik_dzhokondy_jingle.mp3,675994.0,0.3506673276424408,0.0907127931714058,0.0474573485553264,0.00025874751736400004,2363.961167516261,548792.362794433,2654.703741274281,185003.92654314046,4295.164943697956,2360771.417311632,0.0616808998864496,0.0009917275499983,5.507605465027154e-07,0.0018728922586888,-1.8489199646865008e-05,0.0001762811589287,99.38401442307692,-262.101806640625,2046.243408203125,159.32998657226562,566.0951538085938,-49.132728576660156,382.2726440429688,33.74100875854492,284.1485290527344,-13.49286937713623,282.698486328125,13.849874496459961,580.5677490234375,-32.74176788330078,141.96356201171875,5.789884090423584,113.31211853027344,-0.2903812527656555,157.539794921875,-3.5688686370849614,74.7684555053711,-15.079347610473633,93.30845642089844,4.41970157623291,77.80776977539062,-4.055073261260986,159.87271118164062,-2.9062318801879883,79.70724487304688,3.740419149398804,42.564064025878906,2.1197669506073,49.8808479309082,0.779532253742218,66.46239471435547,-1.2276674509048462,40.78303146362305,2.0704789161682133,76.42874908447266,-8.877678871154785,38.75793075561523,Pop,c# min,7,7
Сказки Эльбы,Искусство,skazki_elby_jingle.mp3,153446.0,0.2206103503704071,0.0861516669392585,0.0331891477108001,0.0002006344584515,937.319343605932,33200.31578613608,1378.2605597051047,34809.08135314123,1413.2958984375,307786.4054918289,0.0266227213541666,6.287323368920219e-05,1.0264232514600737e-05,0.001121912151575,1.2371784578135706e-05,4.509466452873312e-05,129.19921875,-415.80712890625,2084.695556640625,195.9631500244141,168.40565490722656,7.5737972259521475,448.2809448242188,17.005550384521484,129.29086303710938,19.43777084350586,76.627197265625,-6.813020706176758,95.07073211669922,-11.20867156982422,71.68988037109375,-8.206435203552246,111.21499633789062,-1.6189650297164917,159.16786193847656,0.1414504945278167,127.83512878417969,0.4401429295539856,33.897403717041016,-2.48701810836792,26.13616943359375,-6.536436557769775,43.01025772094727,-4.514185428619385,40.81139373779297,0.0929780602455139,27.57565498352051,2.737957715988159,76.5899658203125,2.3209567070007324,84.46256256103516,1.455681562423706,82.00382232666016,1.041240692138672,81.60784912109375,-1.3479135036468506,48.83174514770508,Classical,E Maj,7,2
Не работа,Искусство,ne_rabota_jingle.mp3,742349.0,0.4663045406341553,0.0927688181400299,0.0293104629963636,0.0013998511712998,1727.2623395249316,6047536.914474761,2111.958221320625,2109554.172421833,3029.4989224137926,20669717.327559266,0.0386674973060344,0.0022045135635258,4.849959805142134e-05,0.0003654296160675,0.0003228044952265,0.0015509478980675,79.50721153846153,-416.5979309082031,8671.611328125,143.2491455078125,2128.7783203125,55.01163101196289,1951.2529296875,21.211030960083008,630.1990356445312,-4.266929626464844,338.0740661621094,4.292928218841554,272.71856689453125,0.824748694896698,75.85662078857422,-1.8526583909988403,89.38047790527344,-5.781137466430664,88.93841552734375,-3.409866571426392,114.1457748413086,-1.7616994380950928,93.0584487915039,-0.6332650184631348,70.64989471435547,-2.035320281982422,43.01364135742188,-2.3572683334350586,29.12165451049805,-1.382638931274414,31.240764617919922,-1.301294207572937,40.3176383972168,-1.7401180267333984,48.82381057739258,-4.711998462677002,30.75470352172852,-3.5261800289154053,80.15519714355469,-3.914937019348145,90.91183471679688,Rock,C# Maj,7,3
Полка,Искусство,polka_jingle.mp3,291341.0,0.3137874007225037,0.1034371554851532,0.0691932514309883,0.0012721774401143,2170.8911984242527,2123183.276822423,2961.969964017116,969587.8745676944,4386.9934724506575,11993882.79983205,0.0383720531798245,0.0008987971722951,1.1319192481096252e-06,0.0049931313842535,9.580046753399074e-05,0.0003768794995266,143.5546875,-291.5536193847656,4813.380859375,143.5631866455078,1102.3394775390623,9.73709774017334,760.213623046875,53.61069107055664,282.025146484375,3.8501482009887695,235.1390838623047,10.717543601989746,306.2811279296875,-11.712528228759766,114.44133758544922,12.227062225341795,100.4328384399414,-3.1473147869110107,185.6803131103516,-4.528693675994873,140.01669311523438,-6.842226982116699,77.91973876953125,2.4816527366638184,80.78478240966797,-6.109823703765869,62.40655136108398,-4.905372619628906,62.26690673828125,0.7001287937164307,44.86063766479492,3.718813419342041,75.73619842529297,7.142676830291747,83.7840576171875,3.5595307350158687,57.03298568725586,5.1473565101623535,74.9300308227539,-3.955172300338745,59.52882385253906,Country,a min,7,7
Читатель,Искусство,chitatel_jingle.mp3,417830.0,0.5054910182952881,0.0800299867987632,0.0134040638804435,5.660780152538791e-05,2100.21316342938,1264632.0484990752,2775.942985729253,794757.06696516,4301.553834053701,7395710.028327564,0.0400145587897796,0.0007917063742467,-1.21868367841671e-06,0.0001390793331665,7.767077477183193e-06,4.065286702825688e-05,139.6748310810811,-415.5796508789063,5278.33544921875,159.9932098388672,1112.8663330078123,-16.65150260925293,1033.4442138671877,26.34181404113769,558.7518920898439,-3.4432494640350337,712.0960083007812,11.038954734802246,224.16868591308602,4.217658519744873,176.7874298095703,3.928957462310791,98.19886016845705,-8.738511085510254,139.58255004882812,5.042588710784912,91.59838104248048,-7.351409435272218,89.55342864990234,-1.272528886795044,32.08776092529297,-4.030116081237793,52.06745147705078,-1.6908890008926392,49.22338485717773,-2.8857402801513667,53.57420349121094,-6.994944095611572,38.2634391784668,-3.437638759613037,30.87509346008301,-6.373926162719728,45.10765838623047,-3.8189876079559326,28.14416313171387,-5.726442813873291,37.61472702026367,Reggae,A Maj,7,3
"Мемус Решает | Искусство, Burning Man, Психотерапия",Искусство,memus_reshaet__iskusstvo_burning_man_psihoterapija_jingle.mp3,1081382.0,0.4064281284809113,0.1010821163654327,0.0952107831835746,0.0040361927822232,2335.9078685378736,3835676.003304862,2383.278293000287,1691073.9627587982,4518.100144566375,14393377.936044576,0.0579610410257927,0.0029575338571841,-1.3881893210054841e-05,0.0087178936228156,3.384534693395836e-06,0.0020082842092961,99.38401442307692,-271.1810913085937,7267.81103515625,140.48805236816406,2929.556640625,-2.1352128982543945,1262.1739501953125,32.33028030395508,945.1982421875,5.253443717956543,895.2154541015625,22.688236236572266,455.9172973632813,14.721230506896973,311.3605651855469,14.809466361999512,282.32489013671875,-2.2775206565856934,223.6131286621093,-2.457899808883667,195.99322509765625,-10.588082313537598,212.44244384765625,-2.4905545711517334,119.0272979736328,-3.381864547729492,105.0991439819336,-4.3667545318603525,109.8342514038086,-0.9561334848403932,120.8721923828125,-4.73756217956543,127.87728118896484,-0.8199329972267151,100.34685516357422,-3.8940176963806152,103.1475067138672,-0.3732388019561768,71.22879028320312,-0.7235397100448608,65.86167907714844,Reggae,F Maj,0,3
"Похоже, я фотограф",Искусство,pohozhe_ja_fotograf_jingle.mp3,229133.0,0.3665147423744201,0.0857631638646125,0.0276256371289491,0.0001130931268562,6302.212315759164,1790895.1118691186,4146.612415890915,363004.56956676685,11340.499877929688,3802418.6686333264,0.2300229753766741,0.0045676303787480005,-6.397260108315095e-07,0.0005159175489097,2.080275862681446e-06,0.0001898938062367,135.99917763157896,-270.99533081054693,3894.318603515625,56.03485107421875,516.3118286132811,-61.00221633911133,282.0508117675781,64.46943664550781,338.5552673339844,-57.67034912109375,302.6279296875,21.724151611328125,367.1528930664063,-56.7945442199707,176.85569763183594,20.474380493164066,175.8137969970703,-30.04363441467285,237.15147399902344,15.828691482543945,184.08621215820312,-12.551278114318848,210.90711975097656,12.501202583312988,169.70602416992188,2.8327724933624268,114.02003479003906,9.872360229492188,99.90657806396484,9.448405265808104,154.0480194091797,-3.703269720077513,89.9259033203125,6.575621604919434,65.56375122070311,2.073784351348877,42.67399215698242,10.610326766967773,63.68294525146485,-1.776512861251831,53.61203002929688,Rock,A Maj,2,3
КиноЧетверг,Кино и сериалы,kinochetverg_jingle.mp3,426125.0,0.5373889803886414,0.0977506190538406,0.0455797649919986,0.0013377984287217,1603.4660616003375,2603001.7990050367,2478.396792932936,1448956.0920265834,3085.503791360294,12454953.325463,0.0275026026035414,0.0022393357240092,1.729352334223222e-05,0.0020224619656801,-0.0001456874597351,0.0005796298501081,151.9990808823529,-400.2782897949219,9803.5,133.78961181640622,2065.65673828125,33.58373260498047,1226.5535888671875,34.34401321411133,256.38870239257807,10.01906967163086,235.9830017089844,15.282808303833008,164.91653442382812,2.531864881515503,134.77450561523438,7.5397891998291025,74.47859954833984,3.706398248672485,64.50510406494139,2.7463953495025635,63.6294174194336,1.8226642608642576,78.89985656738281,1.3231624364852903,71.52379608154297,2.553607225418091,56.44093322753906,-3.750767230987549,82.65682983398438,-0.8774970769882202,56.98431396484375,-1.9932099580764768,62.72063827514648,-4.414115905761719,59.70806121826172,-6.2736873626708975,50.52104568481445,-7.332481384277344,60.2857437133789,-4.220365047454834,49.15555953979492,Reggae,F# Maj,7,0
В предыдущих сериях,Кино и сериалы,v_predyduschih_serijah_jingle.mp3,457229.0,0.5023304224014282,0.0788537040352821,0.05336957797408099,0.0005241191247478,2350.518067112668,920389.0601698386,3000.622419828893,562091.1695616078,4952.106818896812,4452020.888116563,0.0474686931977069,0.0008188220303735,4.5317310650716536e-06,0.0017071776092052,-3.765208384720609e-05,0.0005743609508499,90.66611842105264,-250.03265380859366,2909.0517578125,149.57858276367188,783.2913208007812,-22.231128692626964,320.5979919433594,44.77812194824219,164.89796447753906,2.6117970943450928,230.4481964111328,11.374235153198242,145.72837829589844,-5.217385768890381,92.60360717773438,15.77950954437256,78.48548126220703,-1.8853089809417725,69.87296295166016,4.633790493011475,79.83841705322266,-7.915050029754639,64.49622344970703,12.554457664489744,62.04461288452149,-5.441988468170166,62.86996459960938,0.8659106492996216,46.00985336303711,2.6159892082214355,59.59213256835938,-7.802594184875487,60.60624694824219,7.17812442779541,39.80461883544922,-1.3911844491958618,52.56198501586914,7.0477232933044425,50.12717056274414,-5.1088457107543945,49.54709243774414,Country,D Maj,1,7
MovieHub,Кино и сериалы,moviehub_jingle.mp3,600307.0,0.6441788077354431,0.0531712807714939,0.0771711096167564,0.0008688672096468,3316.573717369109,1021040.6507310731,4013.312592080165,319701.0100659147,7947.073684263108,5426585.449386652,0.055980841725277,0.0014134907236098,1.065808282874059e-05,0.0044825254008173,-3.134494909318164e-05,0.0005965568125247,114.84375,-206.7504730224609,4207.2626953125,125.7414321899414,645.5047607421875,-18.011188507080078,249.4659576416016,50.61846923828125,107.45425415039062,-6.8122334480285645,89.05508422851562,40.6421127319336,104.97711944580078,-16.822013854980472,72.95660400390625,26.03074073791504,59.59749984741211,-4.533673286437988,55.20910263061523,24.445831298828125,57.22922134399414,2.3009252548217773,31.725793838500977,8.112565994262695,37.728187561035156,-1.202218770980835,24.740253448486328,2.510021686553955,25.407527923583984,4.46429967880249,27.09543418884277,-1.9912137985229488,27.367395401000977,3.090437650680542,29.1342716217041,-5.975759983062744,23.008892059326172,4.800599575042725,24.328187942504893,-7.6945557594299325,25.88476371765137,Disco,D Maj,1,0
Через вселенные,Кино и сериалы,cherez_vselennye_jingle.mp3,810778.0,0.3473266661167145,0.0774837806820869,0.2043833136558532,0.0030111067462712,2794.0510742913757,543928.3426078437,3082.8415644877045,144909.6522439389,6145.799116654829,1631820.8528079153,0.0666827577533143,0.0005621005549233,-3.540176840033382e-05,0.026057319715619,0.0007481281645596,0.0076396726071834,135.99917763157896,-84.61447143554688,1591.819091796875,145.96817016601562,361.0546875,-40.64830780029297,156.23681640625,64.66256713867189,81.1651840209961,-26.43218231201172,57.648399353027344,24.32280731201172,72.75057983398438,-8.487550735473633,88.08735656738281,10.041361808776855,103.63884735107422,-3.121287107467652,75.00064086914062,4.773740768432617,62.90777969360352,-2.272179126739502,50.69321060180664,2.6003262996673584,42.266788482666016,1.5411194562911987,29.8795108795166,0.9299032688140868,30.89604949951172,2.8955140113830566,41.72589111328125,-0.2749473750591278,49.25567245483398,3.521808624267578,32.46894073486328,-3.625243186950684,35.478572845458984,3.4587740898132324,38.742000579833984,-3.702660083770752,47.06850814819336,Pop,C Maj,1,7
Как в жизни,Кино и сериалы,kak_v_zhizni_jingle.mp3,529805.0,0.5374155640602112,0.0843495652079582,0.0999830588698387,0.0043360549025237,2574.951135181086,2059232.9072602063,2988.075424595296,688749.363493017,5383.425611413043,7867534.040044341,0.0548648852657004,0.0034071128506201,-9.458947897655892e-05,0.0095044067129492,0.0001601729163667,0.0016483251238241,83.35433467741936,-245.6058044433593,6911.52294921875,131.76583862304688,2053.470458984375,-10.258865356445312,816.4236450195312,58.46131134033203,609.9022827148438,0.9028730988502502,472.0574340820313,24.4880485534668,269.03268432617193,2.1697587966918945,145.24249267578125,5.869276523590088,163.00509643554688,-2.889129161834717,104.76829528808594,2.96079158782959,111.45205688476562,0.0437225177884101,72.59819030761719,2.2510449886322017,77.21022033691406,4.899019718170166,57.73471450805664,1.7596931457519531,54.53060531616211,2.8624048233032227,39.58752059936523,-6.030697345733643,60.19380187988281,-0.1358052343130111,40.16022872924805,-2.111958265304565,52.07610321044922,1.8067861795425413,37.06038284301758,-4.3698906898498535,51.50819396972656,Reggae,C Maj,2,0
Elio et cinema,Кино и сериалы,elio_et_cinema_jingle.mp3,543283.0,0.4331364929676056,0.0912457555532455,0.1116825565695762,0.0011814958415925,2290.059732539477,3155150.1918619494,2724.3256551653594,2081250.7549129487,4786.656680349576,15681559.541939113,0.038101569856403,0.0008019523008816,2.5808194550336345e-05,0.0114413583651185,1.887756297946908e-05,0.0009548629168421,139.6748310810811,-254.66372680664062,7920.70361328125,147.81396484375,2538.167236328125,-15.928104400634766,356.5415954589844,14.624993324279785,936.2423706054688,3.6435678005218506,831.2975463867188,34.48777389526367,190.68157958984366,-1.3822157382965088,228.80349731445312,6.877994060516357,231.37689208984366,-7.708795547485352,186.6377410888672,3.307206630706787,285.6483764648437,-3.5545928478240967,140.8116455078125,15.902667045593262,110.04671478271484,8.966520309448242,209.80532836914062,7.184461116790772,191.5543670654297,2.037827968597412,157.9982452392578,7.833805084228516,140.30485534667972,6.07789421081543,133.93498229980472,-0.4036194086074829,134.7633056640625,3.4770731925964355,119.0044174194336,5.96265172958374,85.41090393066406,Reggae,g# min,0,6
